measure,interval_start,interval_end,ratio,numerator,denominator,practice,month
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,99,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,709,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,1.0,1,1,451,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,1.0,1,1,451,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,451,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,1.0,1,1,835,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,835,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,524,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,433,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,898,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,252,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_nitrofurantoin_rate_uti,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_trimethoprim_rate_uti,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_phenoxymethylpenicillin_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_doxycycline_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_flucloxacillin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_clarithromycin_rate_insectbite,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_amoxicillin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_clarithromycin_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_phenoxymethylpenicillin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_clarithromycin_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_aciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_valaciclovir_rate_shingles,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_fusidic_acid_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_flucloxacillin_rate_impetigo,2022-02-01,2022-02-28,0.0,0,2,857,2022-02-01
gp_consultation_uti,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_consultation_sinusitis,2022-02-01,2022-02-28,1.0,1,1,577,2022-02-01
gp_consultation_insectbite,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_consultation_otitismedia,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_consultation_sorethroat,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_consultation_shingles,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_consultation_impetigo,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_uti,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_sinusitis,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_insectbite,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_otitismedia,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_sorethroat,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_shingles,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
gp_prescribing_rate_impetigo,2022-02-01,2022-02-28,0.0,0,1,577,2022-02-01
